occupation_code,occupation_name,task_id,task_description,weight_category,weight_percentage,substitutivity_01,augmentation_01,complementarity_01,substitutivity_5,augmentation_5,complementarity_5,justification
6-11-01-03,化工总控工S,T001,监控DCS系统实时运行参数,Primary,0.12,0.15,0.85,0.8,2,4,4,DCS系统数据流可被AI完全接管监控，但需人类确认异常阈值；AI能显著提升数据读取效率。
6-11-01-03,化工总控工S,T002,执行化工装置开车与停车程序,Primary,0.12,0.1,0.7,0.85,1,4,4,标准化启停流程可被AI自动化执行，但现场物理状态确认与突发状况处理仍需人类深度介入。
6-11-01-03,化工总控工S,T003,调节工艺参数维持生产稳定,Primary,0.12,0.2,0.8,0.75,2,4,4,PID控制算法可自动调节，但复杂非线性工况下的参数微调依赖人类经验判断。
6-11-01-03,化工总控工S,T004,诊断系统故障并定位根源,Primary,0.12,0.3,0.65,0.7,2,4,4,AI可快速匹配故障代码，但跨系统关联分析与现场物理验证需人类综合决策。
6-11-01-03,化工总控工S,T005,制定异常工况应急处置方案,Primary,0.12,0.1,0.5,0.9,1,3,5,高风险应急决策涉及法律责任与复杂伦理，AI仅能提供建议，人类必须拥有最终否决权。
6-11-01-03,化工总控工S,T006,审核工艺记录与操作日志,Secondary,0.1,0.8,0.9,0.4,4,5,3,文本与数据记录审核是AI的高优势领域，可大幅减少人工核对时间，人类仅需抽检。
6-11-01-03,化工总控工S,T007,协调现场人员执行维修指令,Secondary,0.1,0.25,0.4,0.75,2,3,4,涉及人际沟通与现场协调，AI无法完全替代人类的情感互动与信任建立过程。
6-11-01-03,化工总控工S,T008,优化能源消耗与物料平衡,Secondary,0.1,0.45,0.75,0.6,3,4,3,AI可计算最优解，但需结合生产计划与成本约束进行人工确认与调整。
6-11-01-03,化工总控工S,T009,撰写交接班技术报告,Ancillary,0.05,0.9,0.95,0.3,5,5,2,基于结构化数据的报告生成是GenAI的强项，人类仅需进行事实性核对。
6-11-01-03,化工总控工S,T010,维护DCS系统硬件与网络,Ancillary,0.05,0.35,0.5,0.65,2,3,4,涉及物理硬件操作与网络拓扑调整，AI无法独立完成物理层面的维护工作。
6-11-01-04,制冷工,T001,操作制冷压缩机与辅助设备,Primary,0.12,0.35,0.75,0.65,2,4,4,设备操作涉及物理连接与实时状态监控，AI 可辅助控制但需人工介入处理突发机械故障。
6-11-01-04,制冷工,T002,调节系统运行参数与压力,Primary,0.12,0.4,0.8,0.6,3,4,3,参数调节依赖传感器数据，AI 可自动优化设定值，但人工需确认极端工况下的安全阈值。
6-11-01-04,制冷工,T003,诊断设备故障与异常原因,Primary,0.12,0.25,0.7,0.75,2,4,4,故障诊断需结合听觉、触觉等多感官经验，AI 提供数据支持但无法完全替代现场排查。
6-11-01-04,制冷工,T004,执行制冷剂充注与回收作业,Primary,0.12,0.3,0.65,0.7,2,4,4,涉及危险化学品处理与物理管路连接，AI 无法直接执行物理操作，需人工严格管控流程。
6-11-01-04,制冷工,T005,维护设备安全与运行记录,Primary,0.12,0.45,0.85,0.55,3,4,3,记录维护高度依赖数据录入，AI 可自动化生成报告，但人工需对数据真实性负责。
6-11-01-04,制冷工,T006,沟通客户需求与故障解释,Secondary,0.1,0.6,0.7,0.4,3,4,3,技术解释需适应客户认知水平，AI 可生成话术但缺乏建立信任的情感互动能力。
6-11-01-04,制冷工,T007,协调团队作业与现场调度,Secondary,0.1,0.5,0.6,0.5,3,3,3,现场调度涉及动态人际协调，AI 可优化路径但无法处理突发的人际冲突或紧急决策。
6-11-01-04,制冷工,T008,整理工具与清理作业现场,Secondary,0.1,0.7,0.5,0.3,4,3,2,清洁整理属重复性体力劳动，AI 机器人可辅助但受限于非结构化环境，目前替代性有限。
6-11-01-04,制冷工,T009,查阅技术手册与规范标准,Ancillary,0.05,0.85,0.9,0.2,4,5,2,文档查阅与检索是纯信息处理任务，GenAI 可高效完成，几乎无物理交互需求。
6-11-01-04,制冷工,T010,汇报工作进度与异常预警,Ancillary,0.05,0.75,0.8,0.25,4,4,2,标准化汇报流程可由 AI 自动触发，但异常预警需人工判断是否触发紧急响应机制。
6-11-01-05,工业清洗工,T001,操作高压清洗设备,Primary,0.12,0.3,0.75,0.65,2,4,4,设备操作涉及复杂物理环境适应，AI 难以完全接管非结构化现场，但可辅助控制参数。
6-11-01-05,工业清洗工,T002,配制化学清洗溶液,Primary,0.12,0.4,0.8,0.6,3,4,3,化学配比需实时响应环境变化，AI 可优化配方但需人工确认安全性。
6-11-01-05,工业清洗工,T003,判断清洗终点状态,Primary,0.12,0.25,0.5,0.75,2,3,4,视觉与触觉的综合判断依赖经验直觉，AI 传感器难以完全替代人工感官。
6-11-01-05,工业清洗工,T004,处理设备突发故障,Primary,0.12,0.2,0.6,0.8,2,3,4,非标准化故障需灵活应变，AI 可诊断但无法执行物理修复。
6-11-01-05,工业清洗工,T005,执行现场安全巡检,Primary,0.12,0.35,0.7,0.65,2,4,4,安全巡检需结合环境感知，AI 可辅助监控但责任主体仍为人。
6-11-01-05,工业清洗工,T006,记录清洗作业数据,Secondary,0.1,0.85,0.9,0.4,4,5,3,数据记录高度结构化，AI 可全自动完成，替代性极高。
6-11-01-05,工业清洗工,T007,维护清洗设备状态,Secondary,0.1,0.45,0.65,0.55,3,4,3,常规维护可自动化，但复杂部件更换仍需人工介入。
6-11-01-05,工业清洗工,T008,清理作业现场废弃物,Secondary,0.1,0.5,0.55,0.5,3,3,3,废弃物处理涉及非标准化物体，AI 机器人尚难完全替代人工清理。
6-11-01-05,工业清洗工,T009,沟通作业安全规范,Ancillary,0.05,0.9,0.85,0.3,5,4,2,规范传达依赖语言交互，GenAI 可高效生成并传达，替代性高。
6-11-01-05,工业清洗工,T010,归档化学品使用记录,Ancillary,0.05,0.95,0.95,0.2,5,5,2,文档归档为纯数字化流程，AI 可完全接管且效率极高。
6-11-01-06,腐蚀控制工,T001,Execute surface preparation operations,Primary,0.12,0.15,0.75,0.8,2,4,4,"Physical surface cleaning requires manual dexterity and environmental adaptation that robots struggle with, though AI can optimize parameters."
6-11-01-06,腐蚀控制工,T002,Apply anti-corrosion coatings and linings,Primary,0.12,0.1,0.8,0.85,1,4,4,Spraying requires precise manual control over complex geometries and real-time visual inspection of coating thickness.
6-11-01-06,腐蚀控制工,T003,Install and maintain electrochemical protection systems,Primary,0.12,0.2,0.7,0.75,2,4,4,"Physical installation of anodes and wiring is manual, but AI can monitor potential readings and adjust output."
6-11-01-06,腐蚀控制工,T004,Analyze corrosion mechanisms and material compatibility,Primary,0.12,0.6,0.9,0.6,3,5,3,"Data analysis and pattern recognition for corrosion types are highly AI-susceptible, though final diagnosis requires human judgment."
6-11-01-06,腐蚀控制工,T005,Conduct quality inspection and testing,Primary,0.12,0.3,0.85,0.7,2,4,4,"Non-destructive testing can be automated, but interpreting subtle defects and making acceptance decisions remains human-centric."
6-11-01-06,腐蚀控制工,T006,Develop corrosion control strategies,Secondary,0.1,0.55,0.8,0.5,3,4,3,"AI can generate strategy options based on historical data, but strategic trade-offs require human oversight."
6-11-01-06,腐蚀控制工,T007,Document maintenance records and reports,Secondary,0.1,0.85,0.95,0.3,4,5,2,Data entry and report generation are highly automatable via NLP and database integration.
6-11-01-06,腐蚀控制工,T008,Coordinate with engineering teams on site,Secondary,0.1,0.4,0.6,0.65,3,3,4,Communication requires social nuance and context awareness that AI currently lacks in complex field scenarios.
6-11-01-06,腐蚀控制工,T009,Manage safety compliance and risk assessment,Ancillary,0.05,0.35,0.7,0.6,2,4,3,"AI can flag hazards, but final liability and on-site safety decisions require human responsibility."
6-11-01-06,腐蚀控制工,T010,Maintain specialized tools and equipment,Ancillary,0.05,0.25,0.5,0.55,2,3,3,"Routine maintenance is predictable, but troubleshooting complex equipment failures often requires manual intervention."
6-11-02-01,硫酸生产工,T001,Monitor process parameters,Primary,0.12,0.85,0.9,0.8,4,5,4,AI 可实时采集并分析传感器数据，远超人类反应速度，但需人工确认异常阈值。
6-11-02-01,硫酸生产工,T002,Adjust conversion temperature,Primary,0.12,0.75,0.85,0.75,4,4,4,自动化控制系统可执行温度调节，但复杂工况下的策略调整仍需专家经验介入。
6-11-02-01,硫酸生产工,T003,Inspect equipment integrity,Primary,0.12,0.4,0.6,0.85,3,3,4,视觉 AI 可辅助检测泄漏，但现场复杂环境下的触觉判断与应急维修仍需人工介入。
6-11-02-01,硫酸生产工,T004,Execute emergency shutdown,Primary,0.12,0.3,0.5,0.9,2,3,5,紧急情况下需人工快速决策与操作，AI 提供预警但无法完全替代人类的责任承担。
6-11-02-01,硫酸生产工,T005,Record production logs,Primary,0.12,0.95,0.95,0.6,5,5,3,数据记录与日志生成是高度结构化任务，AI 可完全自动化且准确率极高。
6-11-02-01,硫酸生产工,T006,Calibrate analytical instruments,Secondary,0.1,0.6,0.7,0.7,3,4,4,AI 可辅助校准流程，但仪器故障诊断与物理校准仍需技术人员手动干预。
6-11-02-01,硫酸生产工,T007,Treat waste gas emissions,Secondary,0.1,0.55,0.75,0.8,3,4,4,尾气处理系统可自动化运行，但突发排放超标时的工艺调整需人工经验判断。
6-11-02-01,硫酸生产工,T008,Maintain safety protocols,Secondary,0.1,0.45,0.65,0.85,3,4,4,安全规程执行涉及复杂的人机交互与环境感知，AI 无法完全替代人类的警觉性。
6-11-02-01,硫酸生产工,T009,Report operational anomalies,Ancillary,0.05,0.8,0.85,0.6,4,4,3,异常报告生成可自动化，但向管理层解释复杂技术原因需人工沟通。
6-11-02-01,硫酸生产工,T010,Assist maintenance teams,Ancillary,0.05,0.35,0.55,0.9,2,3,5,协助维修涉及现场协作与体力劳动，AI 无法替代人类的物理操作与团队配合。
6-11-02-02,硝酸生产工,T001,监控氧化炉运行参数,Primary,0.12,0.35,0.85,0.75,2,4,4,AI 可实时处理传感器数据并优化参数，但需人工确认极端工况下的安全策略。
6-11-02-02,硝酸生产工,T002,调节吸收塔酸碱度,Primary,0.12,0.4,0.8,0.7,3,4,4,自动化控制系统可精准调节流量，但人工需根据现场气味或视觉异常进行干预。
6-11-02-02,硝酸生产工,T003,执行尾气净化处理,Primary,0.12,0.3,0.75,0.8,2,4,4,AI 可预测排放峰值并调整药剂投加，但人工需负责应急泄漏处置。
6-11-02-02,硝酸生产工,T004,巡检设备物理状态,Primary,0.12,0.15,0.4,0.6,2,3,3,涉及高空、高温及有毒环境下的物理巡检，机器人难以完全替代人工的灵活性与触觉判断。
6-11-02-02,硝酸生产工,T005,记录生产运行日志,Primary,0.12,0.9,0.95,0.2,5,5,2,数据录入与日志生成高度标准化，AI 可全自动抓取并归档，几乎无替代障碍。
6-11-02-02,硝酸生产工,T006,诊断工艺异常原因,Secondary,0.1,0.25,0.7,0.85,2,4,4,AI 提供故障树分析建议，但最终决策依赖工程师的经验与责任承担。
6-11-02-02,硝酸生产工,T007,维护安全防护装备,Secondary,0.1,0.2,0.3,0.5,2,2,3,涉及个人防护装备的穿戴检查与更换，需人工确保合规性，AI 仅能辅助提醒。
6-11-02-02,硝酸生产工,T008,协调班组交接班,Secondary,0.1,0.1,0.5,0.9,1,3,5,涉及人员沟通、责任确认与信任构建，AI 无法替代人际互动的复杂性。
6-11-02-02,硝酸生产工,T009,整理操作文档资料,Ancillary,0.05,0.95,0.9,0.15,5,5,2,文档归档与检索为纯文本处理任务，AI 可完全自动化完成。
6-11-02-02,硝酸生产工,T010,协助新员工技能培训,Ancillary,0.05,0.05,0.6,0.95,1,3,5,技能传授依赖师徒间的言传身教与情感互动，AI 仅能作为辅助教学工具。
6-11-02-03,盐酸生产工,T001,监控合成炉运行参数,Primary,0.12,0.35,0.85,0.75,2,4,4,传感器数据可被AI实时采集分析，但突发异常需人工介入确认，AI主要起增强监控效率作用。
6-11-02-03,盐酸生产工,T002,调节酸碱配比控制阀,Primary,0.12,0.4,0.8,0.7,3,4,4,自动化控制系统可执行精确配比，但现场阀门卡死或管道泄漏需人工物理干预。
6-11-02-03,盐酸生产工,T003,执行吸收塔液位操作,Primary,0.12,0.3,0.75,0.8,2,4,4,液位控制逻辑可自动化，但需人工判断异常波动原因并调整物理流程。
6-11-02-03,盐酸生产工,T004,检测盐酸成品浓度,Primary,0.12,0.5,0.9,0.6,3,5,3,实验室检测仪器可高度自动化，但取样过程及结果异常复核仍需人工参与。
6-11-02-03,盐酸生产工,T005,巡检合成炉与吸收系统,Primary,0.12,0.2,0.65,0.85,2,4,4,巡检涉及复杂环境下的感官判断（听、闻、看），AI难以完全替代现场经验决策。
6-11-02-03,盐酸生产工,T006,记录生产运行日志,Secondary,0.1,0.95,0.98,0.1,5,5,1,数据记录与日志生成是典型的文本处理任务，可被AI完全自动化接管。
6-11-02-03,盐酸生产工,T007,维护设备安全装置,Secondary,0.1,0.25,0.5,0.8,2,3,4,涉及物理维修与工具操作，AI无法直接执行体力维护工作，需人机协作。
6-11-02-03,盐酸生产工,T008,处理突发泄漏事故,Secondary,0.1,0.15,0.6,0.9,2,3,5,非标准化紧急状况需人类快速决策与现场处置，AI仅能提供辅助建议。
6-11-02-03,盐酸生产工,T009,清理工作区域废弃物,Ancillary,0.05,0.1,0.4,0.6,1,3,3,基础体力清洁工作，目前自动化设备难以覆盖所有角落，主要依赖人工。
6-11-02-03,盐酸生产工,T010,汇报生产异常数据,Ancillary,0.05,0.9,0.85,0.15,5,4,2,数据汇报属于信息传递任务，AI可自动生成报告并推送，替代性极高。
6-11-02-04,磷酸生产工,T001,调节反应参数,Primary,0.12,0.35,0.85,0.75,2,4,4,AI 可实时优化参数但需人工确认异常工况；AI 显著提升反应控制精度与效率。
6-11-02-04,磷酸生产工,T002,执行过滤操作,Primary,0.12,0.4,0.7,0.65,3,4,4,自动化过滤设备普及但需人工处理滤饼堵塞等物理故障；AI 辅助监控提升过滤效率。
6-11-02-04,磷酸生产工,T003,回收氟化物资源,Primary,0.12,0.3,0.8,0.7,2,4,4,化学回收流程复杂需人工干预异常排放；AI 算法可优化回收率并减少浪费。
6-11-02-04,磷酸生产工,T004,监测设备运行状态,Primary,0.12,0.5,0.9,0.8,3,5,4,传感器数据可被 AI 实时分析，但人工需对突发报警进行物理排查与决策。
6-11-02-04,磷酸生产工,T005,处理突发生产事故,Primary,0.12,0.15,0.4,0.9,2,3,5,事故处理依赖现场经验与应急直觉，AI 难以完全接管高风险物理操作。
6-11-02-04,磷酸生产工,T006,记录生产数据报表,Secondary,0.1,0.95,0.98,0.2,5,5,2,数据录入与报表生成高度标准化，AI 可完全替代人工且准确率更高。
6-11-02-04,磷酸生产工,T007,维护过滤设备,Secondary,0.1,0.25,0.6,0.75,2,3,4,设备维护涉及物理拆装与故障诊断，AI 提供预测性维护建议但需人工执行。
6-11-02-04,磷酸生产工,T008,沟通生产异常信息,Secondary,0.1,0.6,0.5,0.85,3,3,4,信息传递需人工确认上下文与责任归属，AI 辅助生成报告但无法替代责任沟通。
6-11-02-04,磷酸生产工,T009,整理车间安全文档,Ancillary,0.05,0.9,0.85,0.15,5,4,2,文档整理为标准化文本工作，AI 可高效完成归档与检索。
6-11-02-04,磷酸生产工,T010,协助新员工培训,Ancillary,0.05,0.1,0.3,0.95,1,2,5,技能传承依赖人际互动与现场示范，AI 仅能提供辅助教学材料。
6-11-02-05,纯碱生产工,T001,操作盐水精制设备,Primary,0.12,0.35,0.75,0.65,2,4,4,设备操作涉及物理连接与实时状态监控，AI 可辅助控制但需人工处理突发机械故障。
6-11-02-05,纯碱生产工,T002,监控碳化反应参数,Primary,0.12,0.45,0.8,0.55,3,4,3,反应参数监控高度依赖传感器数据，AI 可实时优化控制，但人工需确认异常工况。
6-11-02-05,纯碱生产工,T003,执行煅烧炉启停程序,Primary,0.12,0.3,0.7,0.7,2,4,4,高温环境下的启停涉及安全规程，AI 可执行标准流程，但人工需负责安全确认与应急干预。
6-11-02-05,纯碱生产工,T004,分析生产数据报表,Primary,0.12,0.6,0.85,0.4,3,4,3,数据报表分析属于认知密集型任务，GenAI 可快速处理并生成报告，人工负责最终决策。
6-11-02-05,纯碱生产工,T005,巡检现场设备状态,Primary,0.12,0.2,0.5,0.8,2,3,4,现场巡检涉及复杂物理环境感知与触觉判断，目前AI难以完全替代人工的灵活性与直觉。
6-11-02-05,纯碱生产工,T006,记录生产运行日志,Secondary,0.1,0.7,0.9,0.3,4,5,2,日志记录为标准化文本工作，AI 可自动抓取数据并生成记录，效率提升显著。
6-11-02-05,纯碱生产工,T007,处理突发设备报警,Secondary,0.1,0.25,0.6,0.75,2,3,4,突发报警需结合经验判断，AI 提供诊断建议，但人工需执行物理修复与责任承担。
6-11-02-05,纯碱生产工,T008,维护操作区域卫生,Secondary,0.1,0.4,0.3,0.3,3,2,2,清洁维护涉及非结构化环境，自动化设备难以覆盖所有死角，仍需人工辅助。
6-11-02-05,纯碱生产工,T009,协助团队安全培训,Ancillary,0.05,0.5,0.6,0.5,3,3,3,安全培训涉及经验传递与互动，AI 可生成课件，但人际互动与信任建立需人工主导。
6-11-02-05,纯碱生产工,T010,整理工艺文档资料,Ancillary,0.05,0.75,0.8,0.25,4,4,2,文档整理为纯文本处理任务，AI 可高效完成分类与归档，几乎无体力要求。
6-11-02-06,烧碱生产工,T001,监控电解槽运行参数,Primary,0.12,0.15,0.85,0.8,2,4,4,传感器与AI算法可实时采集并分析电流、电压数据，但人工需对异常报警进行最终确认与现场处置。
6-11-02-06,烧碱生产工,T002,执行盐水精制投料操作,Primary,0.12,0.2,0.7,0.75,2,4,4,自动化加料系统可控制剂量，但人工需处理管道堵塞、阀门卡死等物理故障及突发物料异常。
6-11-02-06,烧碱生产工,T003,调节蒸发系统蒸汽压力,Primary,0.12,0.1,0.8,0.85,1,4,4,PID控制算法可维持压力稳定，但人工需根据产品浓度变化趋势进行策略性微调与应急干预。
6-11-02-06,烧碱生产工,T004,处理氯气与氢气排放风险,Primary,0.12,0.05,0.6,0.9,1,3,5,高危气体泄漏需人工穿戴防护装备现场处置，AI无法替代物理隔离与紧急抢修行动。
6-11-02-06,烧碱生产工,T005,巡检设备运行状态与记录,Primary,0.12,0.3,0.75,0.7,2,4,4,巡检机器人可替代部分体力行走，但人工需凭借经验判断设备异响、异味等感官异常。
6-11-02-06,烧碱生产工,T006,分析烧碱成品浓度数据,Secondary,0.1,0.6,0.9,0.6,3,5,3,AI可快速计算浓度并生成报告，但人工需结合工艺历史数据判断数据合理性并调整生产策略。
6-11-02-06,烧碱生产工,T007,维护电解槽电极系统,Secondary,0.1,0.1,0.5,0.8,1,3,4,电极更换涉及复杂机械操作与高危环境，目前AI无法完全自主完成精细的物理维护工作。
6-11-02-06,烧碱生产工,T008,撰写生产交接班日志,Secondary,0.1,0.7,0.8,0.5,4,4,3,生成式AI可自动汇总数据生成日志，但人工需确认关键事件描述准确并签署责任。
6-11-02-06,烧碱生产工,T009,协调团队应对突发泄漏,Ancillary,0.05,0.0,0.4,0.95,1,3,5,紧急状况下的团队指挥、心理安抚与现场决策高度依赖人类的责任感与临场判断，AI无法替代。
6-11-02-06,烧碱生产工,T010,校准在线分析仪仪表,Ancillary,0.05,0.4,0.6,0.6,3,3,3,自动校准程序可执行，但人工需处理传感器漂移、管路污染等复杂物理干扰。
6-11-02-07,无机盐生产工,T001,监控反应器运行参数,Primary,0.12,0.35,0.85,0.75,2,4,4,传感器与AI可实时采集数据并自动调节，但异常工况需人工介入判断，AI主要起增强监控效率作用。
6-11-02-07,无机盐生产工,T002,执行物料分离与干燥操作,Primary,0.12,0.4,0.8,0.7,3,4,4,自动化设备可完成大部分分离干燥流程，但设备故障排除与物料性状的人工确认仍需人类参与。
6-11-02-07,无机盐生产工,T003,实施产品包装与质量初检,Primary,0.12,0.5,0.75,0.65,3,4,4,视觉检测系统可替代大部分外观检查，但复杂包装异常处理与最终责任确认仍需人工介入。
6-11-02-07,无机盐生产工,T004,分析工艺数据并调整反应条件,Primary,0.12,0.3,0.9,0.8,2,5,4,AI可快速分析数据并给出优化建议，但基于经验的最终决策与复杂变量权衡仍需人类专家。
6-11-02-07,无机盐生产工,T005,排查设备故障与执行应急维修,Primary,0.12,0.2,0.6,0.85,2,3,4,非标准化故障需人工现场诊断与物理维修，AI仅提供辅助诊断与历史数据支持。
6-11-02-07,无机盐生产工,T006,记录生产日志与合规性报告,Secondary,0.1,0.8,0.95,0.4,4,5,3,数据录入与报告生成高度依赖文本处理，AI可全自动完成，人类仅需审核签字。
6-11-02-07,无机盐生产工,T007,协调班组交接与沟通生产异常,Secondary,0.1,0.45,0.5,0.7,3,3,4,涉及人际沟通与责任传递，AI可辅助生成交接单，但信任构建与复杂沟通需人类完成。
6-11-02-07,无机盐生产工,T008,维护现场安全与清理作业环境,Secondary,0.1,0.3,0.65,0.6,2,4,3,部分清洁工作可自动化，但复杂环境下的安全隐患识别与处理仍需人工判断。
6-11-02-07,无机盐生产工,T009,培训新员工与传授操作经验,Ancillary,0.05,0.25,0.4,0.75,2,3,4,隐性知识传递与师徒制互动难以被AI完全替代，AI仅能提供标准化教程。
6-11-02-07,无机盐生产工,T010,整理归档技术文档与工艺档案,Ancillary,0.05,0.9,0.9,0.3,5,5,2,文档整理为纯文本与结构化数据处理，AI可高效完成归档与检索，人类仅需抽检。
6-11-02-08,提硝工,T001,监控蒸发结晶系统运行参数,Primary,0.12,0.15,0.85,0.8,2,4,4,AI 可实时处理传感器数据并预警异常，但需人工确认现场工况以排除传感器故障。
6-11-02-08,提硝工,T002,执行冷冻结晶与蒸发干燥操作,Primary,0.12,0.1,0.75,0.85,1,4,4,自动化控制可执行基础指令，但复杂工况下的阀门调节与应急处理仍需人工介入。
6-11-02-08,提硝工,T003,分析硫酸钠产品结晶质量,Primary,0.12,0.2,0.8,0.75,2,4,4,AI 可辅助光谱分析，但晶体形态的主观判断与取样代表性需依赖人工经验。
6-11-02-08,提硝工,T004,维护结晶与干燥设备运行状态,Primary,0.12,0.05,0.6,0.9,1,3,5,设备巡检涉及复杂物理环境，AI 无法完全替代人工进行机械故障的排查与修复。
6-11-02-08,提硝工,T005,记录生产数据与工艺日志,Primary,0.12,0.9,0.95,0.4,5,5,3,数据录入与日志生成是高度结构化任务，AI 可完全自动化接管且准确率极高。
6-11-02-08,提硝工,T006,排查冷冻系统异常故障,Secondary,0.1,0.1,0.7,0.85,1,4,4,AI 可快速定位故障代码，但现场物理排查与部件更换需人工完成。
6-11-02-08,提硝工,T007,调整蒸发干燥工艺参数,Secondary,0.1,0.25,0.75,0.7,2,4,4,AI 可基于模型推荐参数，但需人工根据原料波动进行最终决策与微调。
6-11-02-08,提硝工,T008,清理结晶器内部残留物,Secondary,0.1,0.05,0.4,0.9,1,3,5,涉及高危环境下的物理清理作业，目前机器人技术难以完全替代人工操作。
6-11-02-08,提硝工,T009,沟通生产进度与协调班组,Ancillary,0.1,0.3,0.5,0.6,2,3,3,涉及人际协调与责任确认，AI 可辅助生成报告，但信任构建需人工完成。
6-11-02-09,卤水综合利用工,T001,操作蒸发结晶设备,Primary,0.12,0.35,0.85,0.65,2,4,4,设备运行涉及复杂的物理化学过程，AI 可优化参数但需人工处理突发机械故障。
6-11-02-09,卤水综合利用工,T002,监控卤水成分浓度,Primary,0.12,0.45,0.9,0.55,3,5,3,传感器数据可被 AI 实时分析，但人工需对异常数据进行现场复核与确认。
6-11-02-09,卤水综合利用工,T003,执行溴素提取工艺,Primary,0.12,0.3,0.8,0.7,2,4,4,化学提取流程标准化程度高，但反应终点判断依赖人工经验与感官观察。
6-11-02-09,卤水综合利用工,T004,巡检现场设备状态,Primary,0.12,0.2,0.4,0.8,2,3,4,涉及复杂环境下的物理巡检，AI 无法完全替代人工的灵活判断与应急处理。
6-11-02-09,卤水综合利用工,T005,记录生产运行数据,Primary,0.12,0.95,0.98,0.05,5,5,1,数据记录与录入是高度结构化任务，极易被自动化系统完全接管。
6-11-02-09,卤水综合利用工,T006,分析异常生产现象,Secondary,0.1,0.4,0.75,0.6,3,4,3,AI 可提供诊断建议，但最终决策需结合现场复杂工况由人工确认。
6-11-02-09,卤水综合利用工,T007,维护设备运行安全,Secondary,0.1,0.25,0.5,0.75,2,3,4,安全维护涉及不可预测的现场风险，AI 辅助预警但无法替代人工处置。
6-11-02-09,卤水综合利用工,T008,协调班组生产任务,Secondary,0.1,0.3,0.6,0.7,2,3,4,涉及人际沟通与责任分配，AI 可优化排程但无法处理突发的人际冲突。
6-11-02-09,卤水综合利用工,T009,整理技术操作文档,Ancillary,0.05,0.9,0.95,0.1,5,5,1,文档整理属于纯文本处理，GenAI 可高效完成生成与归档工作。
6-11-02-09,卤水综合利用工,T010,培训新员工操作规范,Ancillary,0.05,0.2,0.4,0.8,2,3,4,技能传承依赖师徒互动与情感信任，AI 仅能作为辅助教学工具。
6-11-02-10,无机化学反应生产工,T001,操作投料系统,Primary,0.12,0.3,0.85,0.7,2,4,4,投料涉及物理连接与物料状态确认，AI 可辅助计量但需人工处理突发堵塞或物料异常，故替代性低但辅助性高。
6-11-02-10,无机化学反应生产工,T002,监控反应器参数,Primary,0.12,0.8,0.95,0.2,4,5,2,温度、压力等参数监控是典型的数据采集与模式识别任务，AI 可完全接管并超越人类反应速度，仅需人工复核。
6-11-02-10,无机化学反应生产工,T003,执行反应控制策略,Primary,0.12,0.4,0.75,0.6,3,4,3,需根据实时工况调整阀门开度，AI 可推荐最优解，但涉及复杂非线性的化学平衡判断仍需人工介入决策。
6-11-02-10,无机化学反应生产工,T004,进行后处理操作,Primary,0.12,0.35,0.65,0.65,2,4,4,涉及过滤、分离等物理过程，设备状态复杂多变，AI 难以完全预测所有物理故障，需人工干预。
6-11-02-10,无机化学反应生产工,T005,排查设备故障,Primary,0.12,0.2,0.5,0.8,2,3,4,故障排查依赖现场感官经验与复杂逻辑推理，AI 目前难以在不可见环境下独立解决非标准物理故障。
6-11-02-10,无机化学反应生产工,T006,记录生产数据,Secondary,0.1,0.9,0.9,0.1,5,5,1,数据记录是高度结构化的文本/数字处理任务，AI 可全自动完成且准确率远超人工，几乎无互补需求。
6-11-02-10,无机化学反应生产工,T007,维护安全规程,Secondary,0.1,0.25,0.6,0.75,2,3,4,安全涉及法律责任与道德判断，AI 可预警风险，但最终的合规确认与紧急处置责任必须由人承担。
6-11-02-10,无机化学反应生产工,T008,清理作业现场,Secondary,0.1,0.45,0.4,0.55,3,3,3,现场清理涉及非结构化环境导航与物体识别，现有机器人技术尚难完全替代人工的灵活性与判断力。
6-11-02-10,无机化学反应生产工,T009,汇报生产异常,Ancillary,0.05,0.7,0.8,0.3,4,4,2,异常汇报属于语言生成与逻辑陈述任务，AI 可自动生成报告，仅需人工审核关键信息。
6-11-02-10,无机化学反应生产工,T010,整理操作文档,Ancillary,0.05,0.85,0.85,0.15,4,4,2,文档整理是典型的文本处理工作，AI 可高效完成归档与格式化，人类仅需进行最终校对。
6-11-02-11,脂肪烃生产工,T001,监控裂解炉运行参数,Primary,0.12,0.15,0.85,0.8,2,4,4,DCS系统可自动采集数据，但异常工况下的物理巡检与人工干预仍需人类在场，AI 主要起增强监控效率作用。
6-11-02-11,脂肪烃生产工,T002,执行精馏塔分离操作,Primary,0.12,0.2,0.75,0.7,2,4,4,自动化控制阀可执行基础调节，但针对复杂物料特性的手动微调与阀门物理状态确认仍需人工介入。
6-11-02-11,脂肪烃生产工,T003,诊断工艺异常并决策,Primary,0.12,0.1,0.6,0.9,1,3,5,AI 可提供诊断建议，但涉及高风险化工事故的最终责任决策与现场应急指挥必须由人类承担。
6-11-02-11,脂肪烃生产工,T004,巡检现场设备状态,Primary,0.12,0.05,0.4,0.85,1,3,4,涉及高危环境下的物理移动与感官判断（听、闻、看），机器人难以完全替代人类在复杂现场的适应性。
6-11-02-11,脂肪烃生产工,T005,记录生产运行日志,Primary,0.12,0.9,0.95,0.3,5,5,2,纯数据录入与格式化工作，AI 可完全自动化生成，人类仅需偶尔审计，替代性极高。
